Frame,shape,pathway
3279,fiber,fiber-only
3280,fiber,fiber-only
3281,fiber,fiber-only
3282,fiber,fiber-only
3283,fiber,fiber->tube
3284,fiber,fiber-only
3285,fiber,fiber-only
3286,fiber,fiber->tube
3287,fiber,fiber->tube
3288,fiber,fiber-only
3289,fiber,fiber-only
3290,fiber,fiber-only
3291,sheet,sheet->vesicle->tube
3292,fiber,fiber-only
3293,fiber,fiber-only
3294,fiber,fiber-only
3295,fiber,fiber-only
3296,fiber,fiber-only
3297,fiber,fiber-only
3298,fiber,fiber-only
3299,fiber,fiber-only
3300,sheet,sheet->vesicle
3301,fiber,fiber-only
3302,fiber,fiber-only
3303,fiber,fiber-only
3304,fiber,fiber-only
3305,fiber,fiber-only
3306,fiber,fiber-only
3307,fiber,fiber-only
3308,fiber,fiber-only
3309,fiber,fiber-only
3310,fiber,fiber-only
3311,fiber,fiber-only
3312,fiber,fiber-only
3313,fiber,fiber-only
3314,fiber,fiber-only
3315,fiber,fiber-only
3316,fiber,fiber-only
3317,fiber,fiber-only
3318,fiber,fiber-only
3319,fiber,fiber-only
3320,fiber,fiber->tube
3321,fiber,fiber-only
3322,fiber,fiber-only
3323,fiber,fiber-only
3324,fiber,fiber-only
3325,fiber,fiber-only
3326,fiber,fiber->tube
3327,fiber,fiber-only
3328,fiber,fiber-only
3329,fiber,fiber-only
3330,fiber,fiber-only
3331,fiber,fiber-only
3332,fiber,fiber-only
3333,fiber,fiber-only
3334,fiber,fiber-only
3335,fiber,fiber->tube
3336,fiber,fiber-only
3337,fiber,fiber-only
3338,fiber,fiber-only
3339,fiber,fiber-only
3340,fiber,fiber-only
3341,fiber,fiber-only
3342,fiber,fiber-only
3343,fiber,fiber-only
3344,fiber,fiber-only
3345,fiber,fiber->tube
3346,fiber,fiber-only
3347,fiber,fiber-only
3348,fiber,fiber->tube
3349,fiber,fiber-only
3350,fiber,fiber->tube
3351,fiber,fiber-only
3352,fiber,fiber->tube
3353,fiber,fiber-only
3354,fiber,fiber-only
3355,fiber,fiber-only
3356,fiber,fiber-only
3357,fiber,fiber-only
3358,fiber,fiber-only
3359,fiber,fiber-only
3360,fiber,fiber->tube
3361,fiber,fiber->tube
3362,fiber,fiber->tube
3363,fiber,fiber-only
3364,fiber,fiber-only
3365,fiber,fiber->tube
3366,fiber,fiber->tube
3367,fiber,fiber-only
3368,fiber,fiber-only
3369,fiber,fiber-only
3370,fiber,fiber-only
3371,fiber,fiber-only
3372,fiber,fiber-only
3373,fiber,fiber-only
3374,fiber,fiber-only
3375,fiber,fiber->tube
3376,fiber,fiber->tube
3377,fiber,fiber-only
3378,fiber,fiber-only
3379,fiber,fiber->tube
3380,fiber,fiber->tube
3381,fiber,fiber-only
3382,fiber,fiber-only
3383,fiber,fiber-only
3384,fiber,fiber-only
3385,fiber,fiber-only
3386,fiber,fiber-only
3387,fiber,fiber-only
3388,fiber,fiber-only
3389,fiber,fiber-only
3390,fiber,fiber-only
3391,fiber,fiber-only
3392,fiber,fiber-only
3393,fiber,fiber-only
3394,fiber,fiber-only
3395,fiber,fiber-only
3396,fiber,fiber-only
3397,fiber,fiber-only
3398,fiber,fiber-only
3399,fiber,fiber->tube
3400,fiber,fiber->tube
3401,fiber,fiber-only
3402,fiber,fiber-only
3403,fiber,fiber-only
3404,fiber,fiber-only
3405,fiber,fiber-only
3406,fiber,fiber-only
3407,fiber,fiber-only
3408,fiber,fiber-only
3409,fiber,fiber-only
3410,fiber,fiber-only
3411,fiber,fiber-only
3412,fiber,fiber-only
3413,fiber,fiber-only
3414,fiber,fiber-only
3415,fiber,fiber-only
3416,fiber,fiber-only
3417,fiber,fiber->tube
3418,fiber,fiber-only
3419,fiber,fiber-only
3420,fiber,fiber-only
3421,fiber,fiber-only
3422,fiber,fiber-only
3423,fiber,fiber-only
3424,fiber,fiber-only
3425,fiber,fiber-only
3426,fiber,fiber-only
3427,fiber,fiber-only
3428,fiber,fiber-only
3429,fiber,fiber-only
3430,fiber,fiber-only
3431,fiber,fiber-only
3432,fiber,fiber-only
3433,fiber,fiber-only
3434,fiber,fiber-only
3435,fiber,fiber-only
3436,fiber,fiber-only
3437,fiber,fiber-only
3438,fiber,fiber-only
3439,fiber,fiber-only
3440,fiber,fiber-only
3441,fiber,fiber-only
3442,fiber,fiber-only
3443,fiber,fiber-only
3444,fiber,fiber-only
3445,fiber,fiber-only
3446,fiber,fiber-only
3447,fiber,fiber-only
3448,fiber,fiber-only
3449,fiber,fiber-only
3450,fiber,fiber-only
3451,fiber,fiber-only
3452,fiber,fiber-only
3453,fiber,fiber-only
3454,fiber,fiber-only
3455,fiber,fiber-only
3456,fiber,fiber-only
3457,fiber,fiber-only
3458,fiber,fiber-only
3459,fiber,fiber-only
3460,fiber,fiber-only
3461,fiber,fiber-only
3462,fiber,fiber-only
3463,fiber,fiber-only
3464,fiber,fiber-only
3465,fiber,fiber-only
3466,fiber,fiber-only
3467,fiber,fiber-only
3468,fiber,fiber-only
3469,fiber,fiber-only
3470,fiber,fiber-only
3471,fiber,fiber-only
3472,fiber,fiber-only
3473,fiber,fiber-only
3474,fiber,fiber-only
3475,fiber,fiber-only
3476,fiber,fiber-only
3477,fiber,fiber-only
3478,fiber,fiber-only
3479,fiber,fiber-only
3480,fiber,fiber-only
3481,fiber,fiber-only
3482,sheet,sheet->vesicle
3483,fiber,fiber-only
3484,fiber,fiber-only
3485,fiber,fiber-only
3486,fiber,fiber-only
3487,fiber,fiber-only
3488,fiber,fiber-only
3489,fiber,fiber-only
3490,fiber,fiber-only
3491,fiber,fiber-only
3492,fiber,fiber-only
3493,fiber,fiber-only
3494,fiber,fiber-only
3495,fiber,fiber-only
3496,fiber,fiber-only
3497,fiber,fiber-only
3498,fiber,fiber-only
3499,fiber,fiber-only
3500,fiber,fiber-only
3501,fiber,fiber-only
3502,fiber,fiber-only
3503,fiber,fiber-only
3504,fiber,fiber-only
3505,fiber,fiber-only
3506,fiber,fiber-only
3507,fiber,fiber-only
3508,fiber,fiber-only
3509,fiber,fiber-only
3510,fiber,fiber-only
3511,fiber,fiber-only
3512,fiber,fiber-only
3513,fiber,fiber-only
3514,fiber,fiber-only
3515,fiber,fiber-only
3516,fiber,fiber-only
3517,fiber,fiber-only
3518,fiber,fiber-only
3519,fiber,fiber-only
3520,sheet,sheet->vesicle
3521,fiber,fiber-only
3522,fiber,fiber-only
3523,fiber,fiber-only
3524,sheet,sheet->vesicle
3525,fiber,fiber-only
3526,fiber,fiber-only
3527,fiber,fiber-only
3528,fiber,fiber-only
3529,fiber,fiber-only
3530,fiber,fiber-only
3531,fiber,fiber-only
3532,fiber,fiber-only
3533,fiber,fiber-only
3534,fiber,fiber-only
3535,fiber,fiber-only
3536,fiber,fiber-only
3537,fiber,fiber-only
3538,fiber,fiber-only
3539,fiber,fiber-only
3540,fiber,fiber-only
3541,fiber,fiber-only
3542,fiber,fiber-only
3543,fiber,fiber-only
3544,fiber,fiber-only
3545,fiber,fiber-only
3546,fiber,fiber-only
3547,fiber,fiber-only
3548,fiber,fiber-only
3549,fiber,fiber-only
3550,fiber,fiber-only
3551,fiber,fiber-only
3552,fiber,fiber-only
3553,fiber,fiber-only
3554,fiber,fiber-only
3555,fiber,fiber-only
3556,fiber,fiber-only
3557,fiber,fiber-only
3558,fiber,fiber-only
3559,fiber,fiber-only
3560,fiber,fiber-only
3561,fiber,fiber-only
3562,fiber,fiber-only
3563,fiber,fiber-only
3564,fiber,fiber-only
3565,fiber,fiber-only
3566,fiber,fiber-only
3567,fiber,fiber-only
3568,fiber,fiber-only
3569,fiber,fiber-only
3570,fiber,fiber-only
3571,fiber,fiber-only
3572,fiber,fiber-only
3573,fiber,fiber-only
3574,fiber,fiber-only
3575,fiber,fiber-only
3576,fiber,fiber-only
3577,fiber,fiber-only
3578,fiber,fiber-only
3579,fiber,fiber-only
3580,fiber,fiber-only
3581,fiber,fiber-only
3582,fiber,fiber-only
3583,fiber,fiber-only
3584,fiber,fiber-only
3585,fiber,fiber-only
3586,fiber,fiber-only
3587,fiber,fiber-only
3588,fiber,fiber-only
3589,fiber,fiber-only
3590,fiber,fiber-only
3591,fiber,fiber-only
3592,fiber,fiber-only
3593,fiber,fiber-only
3594,fiber,fiber-only
3595,fiber,fiber-only
3596,fiber,fiber-only
3597,fiber,fiber-only
3598,fiber,fiber-only
3599,fiber,fiber-only
3600,fiber,fiber-only
3601,fiber,fiber-only
3602,fiber,fiber-only
3603,fiber,fiber-only
3604,fiber,fiber-only
3605,fiber,fiber-only
3606,fiber,fiber-only
3607,fiber,fiber-only
3608,fiber,fiber-only
3609,fiber,fiber-only
3610,fiber,fiber-only
3611,fiber,fiber-only
3612,fiber,fiber-only
3613,fiber,fiber-only
3614,fiber,fiber-only
3615,fiber,fiber-only
3616,fiber,fiber-only
3617,fiber,fiber-only
3618,fiber,fiber-only
3619,fiber,fiber-only
3620,fiber,fiber-only
3621,fiber,fiber-only
3622,fiber,fiber-only
3623,fiber,fiber-only
3624,fiber,fiber-only
3625,fiber,fiber-only
3626,fiber,fiber-only
3627,sheet,sheet->vesicle
3628,fiber,fiber-only
3629,fiber,fiber-only
3630,fiber,fiber-only
3631,fiber,fiber-only
3632,fiber,fiber-only
3633,fiber,fiber-only
3634,fiber,fiber-only
3635,fiber,fiber-only
3636,fiber,fiber-only
3637,sheet,sheet->vesicle
3638,fiber,fiber-only
3639,sheet,sheet->vesicle
3640,fiber,fiber-only
3641,fiber,fiber-only
3642,sheet,sheet->vesicle
3643,sheet,sheet->vesicle
3644,fiber,fiber-only
3645,fiber,fiber-only
3646,fiber,fiber-only
3647,fiber,fiber-only
3648,fiber,fiber-only
3649,fiber,fiber-only
3650,fiber,fiber-only
3651,fiber,fiber-only
3652,fiber,fiber-only
3653,fiber,fiber-only
3654,fiber,fiber-only
3655,fiber,fiber-only
3656,fiber,fiber-only
3657,fiber,fiber-only
3658,fiber,fiber-only
3659,sheet,sheet->vesicle
3660,fiber,fiber-only
3661,fiber,fiber-only
3662,fiber,fiber-only
3663,fiber,fiber-only
3664,fiber,fiber-only
3665,fiber,fiber-only
3666,fiber,fiber-only
3667,fiber,fiber-only
3668,fiber,fiber-only
3669,fiber,fiber-only
3670,fiber,fiber-only
3671,fiber,fiber-only
3672,fiber,fiber-only
3673,fiber,fiber-only
3674,fiber,fiber-only
3675,fiber,fiber-only
3676,fiber,fiber-only
3677,fiber,fiber-only
3678,fiber,fiber-only
3679,fiber,fiber-only
3680,fiber,fiber-only
3681,fiber,fiber-only
3682,fiber,fiber-only
3683,fiber,fiber-only
3684,fiber,fiber-only
3685,fiber,fiber-only
3686,fiber,fiber-only
3687,fiber,fiber-only
3688,fiber,fiber-only
3689,fiber,fiber-only
3690,sheet,sheet->vesicle
3691,fiber,fiber-only
3692,fiber,fiber-only
3693,fiber,fiber-only
3694,fiber,fiber-only
3695,fiber,fiber-only
3696,fiber,fiber-only
3697,fiber,fiber-only
3698,fiber,fiber-only
3699,fiber,fiber-only
3700,fiber,fiber-only
3701,fiber,fiber-only
3702,fiber,fiber-only
3703,fiber,fiber-only
3704,fiber,fiber-only
3705,fiber,fiber-only
3706,fiber,fiber-only
3707,fiber,fiber-only
3708,fiber,fiber-only
3709,fiber,fiber-only
3710,fiber,fiber-only
3711,fiber,fiber-only
3712,fiber,fiber-only
3713,fiber,fiber-only
3714,fiber,fiber-only
3715,fiber,fiber-only
3716,fiber,fiber-only
3717,fiber,fiber-only
3718,fiber,fiber-only
3719,fiber,fiber-only
3720,fiber,fiber-only
3721,fiber,fiber-only
3722,fiber,fiber-only
3723,fiber,fiber-only
3724,fiber,fiber-only
3725,fiber,fiber-only
3726,fiber,fiber-only
3727,fiber,fiber-only
3728,fiber,fiber-only
3729,fiber,fiber-only
3730,fiber,fiber-only
3731,fiber,fiber-only
3732,fiber,fiber-only
3733,fiber,fiber-only
3734,fiber,fiber-only
3735,fiber,fiber-only
3736,fiber,fiber-only
3737,fiber,fiber-only
3738,fiber,fiber-only
3739,fiber,fiber-only
3740,fiber,fiber-only
3741,fiber,fiber-only
3742,sheet,sheet->vesicle
3743,fiber,fiber-only
3744,fiber,fiber-only
3745,fiber,fiber-only
3746,fiber,fiber-only
3747,fiber,fiber-only
3748,fiber,fiber-only
3749,fiber,fiber-only
3750,fiber,fiber-only
3751,fiber,fiber-only
3752,fiber,fiber-only
3753,fiber,fiber-only
3754,fiber,fiber-only
3755,fiber,fiber-only
3756,fiber,fiber-only
3757,fiber,fiber-only
3758,fiber,fiber-only
3759,fiber,fiber-only
3760,fiber,fiber-only
3761,fiber,fiber-only
3762,fiber,fiber-only
3763,fiber,fiber-only
3764,fiber,fiber-only
3765,fiber,fiber-only
3766,fiber,fiber-only
3767,fiber,fiber-only
3768,fiber,fiber-only
3769,fiber,fiber-only
3770,fiber,fiber-only
3771,fiber,fiber-only
3772,fiber,fiber-only
3773,fiber,fiber-only
3774,fiber,fiber-only
3775,fiber,fiber-only
3776,fiber,fiber-only
3777,fiber,fiber-only
3778,fiber,fiber-only
3779,fiber,fiber-only
3780,fiber,fiber-only
3781,fiber,fiber-only
3782,fiber,fiber-only
3783,fiber,fiber-only
3784,fiber,fiber-only
3785,fiber,fiber-only
3786,fiber,fiber-only
3787,fiber,fiber-only
3788,fiber,fiber-only
3789,fiber,fiber-only
3790,fiber,fiber-only
3791,fiber,fiber-only
3792,fiber,fiber-only
3793,fiber,fiber-only
3794,fiber,fiber-only
3795,fiber,fiber-only
3796,fiber,fiber-only
3797,fiber,fiber-only
3798,fiber,fiber-only
3799,fiber,fiber-only
3800,fiber,fiber-only
3801,fiber,fiber-only
3802,fiber,fiber-only
3803,fiber,fiber-only
3804,fiber,fiber-only
3805,fiber,fiber-only
3806,fiber,fiber-only
3807,fiber,fiber-only
3808,fiber,fiber-only
3809,sheet,sheet->vesicle
3810,fiber,fiber-only
3811,fiber,fiber-only
3812,fiber,fiber-only
3813,fiber,fiber-only
3814,fiber,fiber-only
3815,fiber,fiber-only
3816,fiber,fiber-only
3817,fiber,fiber-only
3818,fiber,fiber-only
3819,fiber,fiber-only
3820,sheet,sheet->vesicle
3821,sheet,sheet->vesicle
3822,fiber,fiber-only
3823,fiber,fiber-only
3824,fiber,fiber-only
3825,fiber,fiber-only
3826,fiber,fiber-only
3827,fiber,fiber-only
3828,fiber,fiber-only
3829,fiber,fiber-only
3830,fiber,fiber-only
3831,fiber,fiber-only
3832,fiber,fiber-only
3833,fiber,fiber-only
3834,fiber,fiber-only
3835,fiber,fiber-only
3836,fiber,fiber-only
3837,fiber,fiber-only
3838,fiber,fiber-only
3839,fiber,fiber-only
3840,fiber,fiber-only
3841,fiber,fiber-only
3842,fiber,fiber-only
3843,fiber,fiber-only
3844,fiber,fiber-only
3845,fiber,fiber-only
3846,fiber,fiber-only
3847,fiber,fiber-only
3848,fiber,fiber-only
3849,fiber,fiber-only
3850,fiber,fiber-only
3851,fiber,fiber-only
3852,fiber,fiber-only
3853,fiber,fiber-only
3854,sheet,sheet->vesicle
3855,fiber,fiber-only
3856,fiber,fiber-only
3857,fiber,fiber-only
3858,fiber,fiber-only
3859,fiber,fiber-only
3860,fiber,fiber-only
3861,fiber,fiber-only
3862,fiber,fiber-only
3863,fiber,fiber-only
3864,fiber,fiber-only
3865,fiber,fiber-only
3866,fiber,fiber-only
3867,fiber,fiber-only
3868,fiber,fiber-only
3869,fiber,fiber-only
3870,sheet,sheet->vesicle
3871,fiber,fiber-only
3872,fiber,fiber-only
3873,fiber,fiber-only
3874,fiber,fiber-only
3875,fiber,fiber-only
3876,fiber,fiber-only
3877,sheet,sheet->vesicle
3878,fiber,fiber-only
3879,fiber,fiber-only
3880,fiber,fiber-only
3881,fiber,fiber-only
3882,fiber,fiber-only
3883,fiber,fiber-only
3884,fiber,fiber-only
3885,fiber,fiber-only
3886,fiber,fiber-only
3887,fiber,fiber-only
3888,fiber,fiber-only
3889,fiber,fiber-only
3890,fiber,fiber-only
3891,fiber,fiber-only
3892,fiber,fiber-only
3893,fiber,fiber-only
3894,fiber,fiber-only
3895,fiber,fiber-only
3896,fiber,fiber-only
3897,fiber,fiber-only
3898,fiber,fiber-only
3899,fiber,fiber-only
3900,fiber,fiber-only
3901,fiber,fiber-only
3902,fiber,fiber-only
3903,fiber,fiber-only
3904,fiber,fiber-only
3905,fiber,fiber-only
3906,fiber,fiber-only
3907,sheet,sheet->vesicle
3908,fiber,fiber-only
3909,fiber,fiber-only
3910,fiber,fiber-only
3911,fiber,fiber-only
3912,fiber,fiber-only
3913,fiber,fiber-only
3914,fiber,fiber-only
3915,fiber,fiber-only
3916,fiber,fiber-only
3917,fiber,fiber-only
3918,fiber,fiber-only
3919,fiber,fiber-only
3920,fiber,fiber-only
3921,fiber,fiber-only
3922,fiber,fiber-only
3923,fiber,fiber-only
3924,sheet,sheet->vesicle
3925,fiber,fiber-only
3926,fiber,fiber-only
3927,sheet,sheet->vesicle
3928,fiber,fiber-only
3929,fiber,fiber-only
3930,fiber,fiber-only
3931,fiber,fiber-only
3932,fiber,fiber-only
3933,fiber,fiber-only
3934,fiber,fiber-only
3935,fiber,fiber-only
3936,fiber,fiber-only
3937,sheet,sheet->vesicle
3938,sheet,sheet->vesicle
3939,fiber,fiber-only
3940,fiber,fiber-only
3941,fiber,fiber-only
3942,fiber,fiber-only
3943,fiber,fiber-only
3944,fiber,fiber-only
3945,sheet,sheet->vesicle
3946,fiber,fiber-only
3947,fiber,fiber-only
3948,fiber,fiber-only
3949,fiber,fiber-only
3950,sheet,sheet->vesicle
3951,fiber,fiber-only
3952,fiber,fiber-only
3953,fiber,fiber-only
3954,fiber,fiber-only
3955,fiber,fiber-only
3956,fiber,fiber-only
3957,fiber,fiber-only
3958,fiber,fiber-only
3959,fiber,fiber-only
3960,fiber,fiber-only
3961,sheet,sheet->vesicle
3962,fiber,fiber-only
3963,fiber,fiber-only
3964,fiber,fiber-only
3965,fiber,fiber-only
3966,fiber,fiber-only
3967,fiber,fiber-only
3968,fiber,fiber-only
3969,fiber,fiber-only
3970,fiber,fiber-only
3971,fiber,fiber-only
3972,fiber,fiber-only
3973,fiber,fiber-only
3974,fiber,fiber-only
3975,fiber,fiber-only
3976,fiber,fiber-only
3977,fiber,fiber-only
3978,fiber,fiber-only
3979,fiber,fiber-only
3980,fiber,fiber-only
3981,fiber,fiber-only
3982,sheet,sheet->vesicle
3983,sheet,sheet->vesicle
3984,fiber,fiber-only
3985,fiber,fiber-only
3986,fiber,fiber-only
3987,sheet,sheet->vesicle
3988,fiber,fiber-only
3989,fiber,fiber-only
3990,fiber,fiber-only
3991,fiber,fiber-only
3992,fiber,fiber-only
3993,fiber,fiber-only
3994,fiber,fiber-only
3995,fiber,fiber-only
3996,fiber,fiber-only
3997,fiber,fiber-only
3998,fiber,fiber-only
3999,fiber,fiber-only
4000,fiber,fiber-only
4001,fiber,fiber-only
4002,fiber,fiber-only
4003,fiber,fiber-only
4004,fiber,fiber-only
4005,fiber,fiber-only
4006,fiber,fiber-only
4007,fiber,fiber-only
4008,fiber,fiber-only
4009,fiber,fiber-only
4010,fiber,fiber-only
4011,fiber,fiber-only
4012,fiber,fiber-only
4013,fiber,fiber-only
4014,sheet,sheet->vesicle
4015,fiber,fiber-only
4016,fiber,fiber-only
4017,fiber,fiber-only
4018,fiber,fiber-only
4019,fiber,fiber-only
4020,fiber,fiber-only
4021,fiber,fiber-only
4022,fiber,fiber-only
4023,fiber,fiber-only
4024,fiber,fiber-only
4025,fiber,fiber-only
4026,fiber,fiber-only
4027,fiber,fiber-only
4028,fiber,fiber-only
4029,fiber,fiber-only
4030,fiber,fiber-only
4031,fiber,fiber-only
4032,fiber,fiber-only
4033,fiber,fiber-only
4034,fiber,fiber-only
4035,fiber,fiber-only
4036,fiber,fiber-only
4037,fiber,fiber-only
4038,fiber,fiber-only
4039,fiber,fiber-only
4040,sheet,sheet->vesicle
4041,fiber,fiber-only
4042,fiber,fiber-only
4043,fiber,fiber-only
4044,fiber,fiber-only
4045,fiber,fiber-only
4046,fiber,fiber-only
4047,fiber,fiber-only
4048,fiber,fiber-only
4049,sheet,sheet->vesicle
4050,fiber,fiber-only
4051,fiber,fiber-only
4052,fiber,fiber-only
4053,fiber,fiber-only
4054,fiber,fiber-only
4055,fiber,fiber-only
4056,fiber,fiber-only
4057,fiber,fiber-only
4058,fiber,fiber-only
4059,fiber,fiber-only
4060,fiber,fiber-only
4061,fiber,fiber-only
4062,fiber,fiber-only
4063,sheet,sheet->vesicle
4064,fiber,fiber-only
4065,fiber,fiber-only
4066,fiber,fiber-only
4067,fiber,fiber-only
4068,fiber,fiber-only
4069,fiber,fiber-only
4070,fiber,fiber-only
4071,fiber,fiber-only
4072,sheet,sheet->vesicle
4073,fiber,fiber-only
4074,fiber,fiber-only
4075,fiber,fiber-only
4076,fiber,fiber-only
4077,fiber,fiber-only
4078,fiber,fiber-only
4079,fiber,fiber-only
4080,fiber,fiber-only
4081,fiber,fiber-only
4082,fiber,fiber-only
4083,fiber,fiber-only
4084,fiber,fiber-only
4085,fiber,fiber-only
4086,fiber,fiber-only
4087,fiber,fiber-only
4088,sheet,sheet->vesicle
4089,fiber,fiber-only
4090,fiber,fiber-only
4091,fiber,fiber-only
4092,fiber,fiber-only
4093,fiber,fiber-only
4094,fiber,fiber-only
4095,fiber,fiber-only
4096,fiber,fiber-only
4097,fiber,fiber-only
4098,fiber,fiber-only
4099,fiber,fiber-only
4100,fiber,fiber-only
4101,fiber,fiber-only
4102,fiber,fiber-only
4103,fiber,fiber-only
4104,fiber,fiber-only
4105,fiber,fiber-only
4106,fiber,fiber-only
4107,fiber,fiber-only
4108,fiber,fiber-only
4109,fiber,fiber-only
4110,fiber,fiber-only
4111,fiber,fiber-only
4112,fiber,fiber-only
4113,fiber,fiber-only
4114,fiber,fiber-only
4115,fiber,fiber-only
4116,fiber,fiber-only
4117,sheet,sheet->vesicle
4118,sheet,sheet->vesicle
4119,fiber,fiber-only
4120,fiber,fiber-only
4121,sheet,sheet->vesicle
4122,sheet,sheet->vesicle
4123,fiber,fiber-only
4124,fiber,fiber-only
4125,fiber,fiber-only
4126,sheet,sheet->vesicle
4127,sheet,sheet->vesicle
4128,fiber,fiber-only
4129,fiber,fiber-only
4130,sheet,sheet->vesicle
4131,fiber,fiber-only
4132,fiber,fiber-only
4133,fiber,fiber-only
4134,fiber,fiber-only
4135,fiber,fiber-only
4136,fiber,fiber-only
4137,fiber,fiber-only
4138,sheet,sheet->vesicle
4139,fiber,fiber-only
4140,fiber,fiber-only
4141,fiber,fiber-only
4142,sheet,sheet->vesicle
4143,fiber,fiber-only
4144,fiber,fiber-only
4145,fiber,fiber-only
4146,fiber,fiber-only
4147,sheet,sheet->vesicle
4148,fiber,fiber-only
4149,fiber,fiber-only
4150,sheet,sheet->vesicle
4151,sheet,sheet->vesicle
4152,fiber,fiber-only
4153,fiber,fiber-only
4154,fiber,fiber-only
4155,fiber,fiber-only
4156,fiber,fiber-only
4157,fiber,fiber-only
4158,fiber,fiber-only
4159,fiber,fiber-only
4160,fiber,fiber-only
4161,fiber,fiber-only
4162,fiber,fiber-only
4163,fiber,fiber-only
4164,fiber,fiber-only
4165,fiber,fiber-only
4166,fiber,fiber-only
4167,fiber,fiber-only
4168,fiber,fiber-only
4169,fiber,fiber-only
4170,fiber,fiber-only
4171,sheet,sheet->vesicle
4172,fiber,fiber-only
4173,fiber,fiber-only
4174,fiber,fiber-only
4175,fiber,fiber-only
4176,fiber,fiber-only
4177,fiber,fiber-only
4178,fiber,fiber-only
4179,fiber,fiber-only
4180,fiber,fiber-only
4181,fiber,fiber-only
4182,fiber,fiber-only
4183,fiber,fiber-only
4184,fiber,fiber-only
4185,fiber,fiber-only
4186,fiber,fiber-only
4187,fiber,fiber-only
4188,fiber,fiber-only
4189,fiber,fiber-only
4190,fiber,fiber-only
4191,fiber,fiber-only
4192,fiber,fiber-only
4193,fiber,fiber-only
4194,fiber,fiber-only
4195,fiber,fiber-only
4196,fiber,fiber-only
4197,fiber,fiber-only
4198,fiber,fiber-only
4199,fiber,fiber-only
4200,fiber,fiber-only
4201,fiber,fiber-only
4202,fiber,fiber-only
4203,fiber,fiber-only
4204,fiber,fiber-only
4205,sheet,sheet->vesicle
4206,fiber,fiber-only
4207,sheet,sheet->vesicle
4208,sheet,sheet->vesicle
4209,fiber,fiber-only
4210,fiber,fiber-only
4211,fiber,fiber-only
4212,fiber,fiber-only
4213,fiber,fiber-only
4214,fiber,fiber-only
4215,fiber,fiber-only
4216,fiber,fiber-only
4217,fiber,fiber-only
4218,fiber,fiber-only
4219,fiber,fiber-only
4220,fiber,fiber-only
4221,fiber,fiber-only
4222,fiber,fiber-only
4223,fiber,fiber-only
4224,fiber,fiber-only
4225,fiber,fiber-only
4226,fiber,fiber-only
4227,fiber,fiber-only
4228,fiber,fiber-only
4229,fiber,fiber-only
4230,fiber,fiber-only
4231,fiber,fiber-only
4232,sheet,sheet->vesicle
4233,fiber,fiber-only
4234,fiber,fiber-only
4235,fiber,fiber-only
4236,fiber,fiber-only
4237,fiber,fiber-only
4238,fiber,fiber-only
4239,fiber,fiber-only
4240,fiber,fiber-only
4241,fiber,fiber-only
4242,fiber,fiber-only
4243,fiber,fiber-only
4244,fiber,fiber-only
4245,fiber,fiber-only
4246,fiber,fiber-only
4247,fiber,fiber-only
4248,fiber,fiber-only
4249,fiber,fiber-only
4250,fiber,fiber-only
4251,fiber,fiber-only
4252,fiber,fiber-only
4253,fiber,fiber-only
4254,fiber,fiber-only
4255,fiber,fiber-only
4256,fiber,fiber-only
4257,fiber,fiber-only
4258,fiber,fiber-only
4259,fiber,fiber-only
4260,fiber,fiber-only
4261,fiber,fiber-only
4262,fiber,fiber-only
4263,sheet,sheet->vesicle
4264,fiber,fiber-only
4265,sheet,sheet->vesicle
4266,fiber,fiber-only
4267,fiber,fiber-only
4268,fiber,fiber-only
4269,sheet,sheet->vesicle
4270,fiber,fiber-only
4271,fiber,fiber-only
4272,fiber,fiber-only
4273,fiber,fiber-only
4274,fiber,fiber-only
4275,sheet,sheet->vesicle
4276,fiber,fiber-only
4277,fiber,fiber-only
4278,fiber,fiber-only
4279,fiber,fiber-only
4280,fiber,fiber-only
4281,fiber,fiber-only
4282,fiber,fiber-only
4283,sheet,sheet->vesicle
4284,fiber,fiber-only
4285,fiber,fiber-only
4286,fiber,fiber-only
4287,fiber,fiber-only
4288,fiber,fiber-only
4289,fiber,fiber-only
4290,fiber,fiber-only
4291,sheet,sheet->vesicle
4292,fiber,fiber-only
4293,fiber,fiber-only
4294,fiber,fiber-only
4295,sheet,sheet->vesicle
4296,fiber,fiber-only
4297,fiber,fiber-only
4298,fiber,fiber-only
4299,fiber,fiber-only
4300,fiber,fiber-only
4301,fiber,fiber-only
4302,fiber,fiber-only
4303,sheet,sheet->vesicle
4304,fiber,fiber-only
4305,fiber,fiber-only
4306,fiber,fiber-only
4307,fiber,fiber-only
4308,fiber,fiber-only
4309,fiber,fiber-only
4310,fiber,fiber-only
4311,fiber,fiber-only
4312,fiber,fiber-only
4313,fiber,fiber-only
4314,sheet,sheet->vesicle
4315,sheet,sheet->vesicle
4316,fiber,fiber-only
4317,fiber,fiber-only
4318,fiber,fiber-only
4319,fiber,fiber-only
4320,fiber,fiber-only
4321,fiber,fiber-only
4322,fiber,fiber-only
4323,sheet,sheet->vesicle
4324,fiber,fiber-only
4325,fiber,fiber-only
4326,fiber,fiber-only
4327,fiber,fiber-only
4328,fiber,fiber-only
4329,fiber,fiber-only
4330,fiber,fiber-only
4331,fiber,fiber-only
4332,sheet,sheet->vesicle
4333,fiber,fiber-only
4334,sheet,sheet->vesicle
4335,fiber,fiber-only
4336,fiber,fiber-only
